Geo Point;Geo Shape;Código;Nombre;Categoria;Actividad;Dirección;Teléfono;Pagina web
4.544289915000093,-74.1373698659999;"{""coordinates"": [-74.1373698659999, 4.544289915000093], ""type"": ""Point""}";07260227;Centro Educativo Distrital Sotavento;7;26;CL 73A SUR No. 16F-35;7651003;http://www.sedbogota.edu.co/
4.593687537000051,-74.0845532099999;"{""coordinates"": [-74.0845532099999, 4.593687537000051], ""type"": ""Point""}";07260245;Centro Educativo Distrital Los Ángeles;7;26;CL 3 No. 11B-40;;http://www.sedbogota.edu.co/
4.62016213000004,-74.06632624399992;"{""coordinates"": [-74.06632624399992, 4.62016213000004], ""type"": ""Point""}";07260251;Colegio Distrital Externado Nacional Camilo Torres;7;26;CR 7 No. 33-64;3380221;http://www.sedbogota.edu.co/
4.564915185000075,-74.0876636939999;"{""coordinates"": [-74.0876636939999, 4.564915185000075], ""type"": ""Point""}";07260255;Colegio Distrital Tomas Rueda Vargas;7;26;CR 5 ESTE No. 25-51 SUR;;http://www.sedbogota.edu.co/
4.568945487000065,-74.0747188759999;"{""coordinates"": [-74.0747188759999, 4.568945487000065], ""type"": ""Point""}";07260263;Centro Educativo Distrital Pantaleón Gaitán Pérez;7;26;CR 12 ESTE No. 13-42 SUR;2466284;http://www.sedbogota.edu.co/
4.5305649530000665,-74.08546898199994;"{""coordinates"": [-74.08546898199994, 4.5305649530000665], ""type"": ""Point""}";07260276;Centro Educativo Distrital Juana Escobar;7;26;CR 15 ESTE No. 58-04 SUR;;http://www.sedbogota.edu.co/
4.523664002000089,-74.0863741739999;"{""coordinates"": [-74.0863741739999, 4.523664002000089], ""type"": ""Point""}";07260277;Centro Educativo Distrital Chiguaza;7;26;CR 15A ESTE No. 65-12 SUR;3652542;http://www.sedbogota.edu.co/
4.55151671100009,-74.09513227399992;"{""coordinates"": [-74.09513227399992, 4.55151671100009], ""type"": ""Point""}";07260289;Centro Educativo Distrital El Rodeo;7;26;CL 40A SUR No. 2-56 ESTE;;http://www.sedbogota.edu.co/
4.556644632000086,-74.09421312899991;"{""coordinates"": [-74.09421312899991, 4.556644632000086], ""type"": ""Point""}";07260290;Centro Educativo Distrital Atenas;7;26;DG 34 SUR No. 2A-05 ESTE;;http://www.sedbogota.edu.co/
4.500194454000051,-74.11541147399993;"{""coordinates"": [-74.11541147399993, 4.500194454000051], ""type"": ""Point""}";07260314;Colegio Distrital Diego Montaña Cuellar;7;26;DG 97A SUR No. 1A-20 ESTE;7640624;http://www.sedbogota.edu.co/
4.509242541000049,-74.10766478399995;"{""coordinates"": [-74.10766478399995, 4.509242541000049], ""type"": ""Point""}";07260325;Centro Educativo Distrital Betania;7;26;CL 80A SUR No. 2C-43 ESTE;7671624;http://www.sedbogota.edu.co/
4.591386354000065,-74.14395954699995;"{""coordinates"": [-74.14395954699995, 4.591386354000065], ""type"": ""Point""}";07260334;Colegio Distrital Venecia;7;26;CR 55 No. 49-25 SUR;;http://www.sedbogota.edu.co/
4.587616155000092,-74.13751303599992;"{""coordinates"": [-74.13751303599992, 4.587616155000092], ""type"": ""Point""}";07260339;Centro Educativo Distrital Nuestra Señora del Rosario;7;26;CL 51 SUR No. 36-86;2704201;http://www.sedbogota.edu.co/
4.559738008000068,-74.1248666149999;"{""coordinates"": [-74.1248666149999, 4.559738008000068], ""type"": ""Point""}";07260342;Centro Educativo Distrital Rufino José Cuervo;7;26;CR 11B No. 52-53 SUR;;http://www.sedbogota.edu.co/
4.5755573190000405,-74.13105452499991;"{""coordinates"": [-74.13105452499991, 4.5755573190000405], ""type"": ""Point""}";07260346;Colegio Distrital Inem Santiago Pérez;7;26;CR 24 No. 49-86 SUR;;http://www.sedbogota.edu.co/
4.798350712000058,-74.04349321099993;"{""coordinates"": [-74.04349321099993, 4.798350712000058], ""type"": ""Point""}";07260683;El Camino Academy;7;26;Cll. 222 No. 52-37;6761339;
4.803426556000089,-74.06335521999995;"{""coordinates"": [-74.06335521999995, 4.803426556000089], ""type"": ""Point""}";07260691;Gimnasio Fontana;7;26;Cll. 221 No. 108-20;6762038 / 6761484;www.gimnasiofontana.edu.co
4.735337150000078,-74.0865380969999;"{""coordinates"": [-74.0865380969999, 4.735337150000078], ""type"": ""Point""}";07260692;Colegio Eucarístico Mercedario;7;26;Cr. 91 No.136-53;6815123;
4.756137487000046,-74.0852835039999;"{""coordinates"": [-74.0852835039999, 4.756137487000046], ""type"": ""Point""}";07260702;Liceo Ecológico del Norte;7;26;Cra. 99 No. 156D-26;6822591 / 6839957;
4.625217833000079,-74.17314155099989;"{""coordinates"": [-74.17314155099989, 4.625217833000079], ""type"": ""Point""}";07260393;Centro Educativo Distrital Camilo Torres;7;26;CR 83 No. 46B-16 SUR;4521327;http://www.sedbogota.edu.co/
4.631719690000068,-74.17109673099992;"{""coordinates"": [-74.17109673099992, 4.631719690000068], ""type"": ""Point""}";07260405;Centro Educativo Distrital Germán Zea Hernández;7;26;CR 87 No. 42F-06 SUR;2992763;http://www.sedbogota.edu.co/
4.640533361000053,-74.15991693699993;"{""coordinates"": [-74.15991693699993, 4.640533361000053], ""type"": ""Point""}";07260415;Centro Educativo Distrital Patio Bonito II;7;26;CL 1 BIS SUR No. 87-84;;http://www.sedbogota.edu.co/
4.611435225000093,-74.16642081099991;"{""coordinates"": [-74.16642081099991, 4.611435225000093], ""type"": ""Point""}";07260435;Centro Educativo Distrital Perpetuo Socorro;7;26;TV 77B No. 49A-05 SUR;2645369;http://www.sedbogota.edu.co/
4.638318659000049,-74.1438451319999;"{""coordinates"": [-74.1438451319999, 4.638318659000049], ""type"": ""Point""}";07260438;Colegio Distrital San José de Castilla;7;26;CL 7C No. 78F-20;;http://www.sedbogota.edu.co/
4.683062181000081,-74.14627410799994;"{""coordinates"": [-74.14627410799994, 4.683062181000081], ""type"": ""Point""}";07260443;Centro Educativo Distrital Emma Villegas de Gaitán;7;26;CL 22F No. 109B-29;4210178;http://www.sedbogota.edu.co/
4.713616595000076,-74.1201212929999;"{""coordinates"": [-74.1201212929999, 4.713616595000076], ""type"": ""Point""}";07260468;Colegio Distrital Charry;7;26;CR 109A No. 77A-16;;http://www.sedbogota.edu.co/
4.610315570000068,-74.0944683539999;"{""coordinates"": [-74.0944683539999, 4.610315570000068], ""type"": ""Point""}";07260474;Centro Educativo Distrital Antonio Ricaurte;7;26;CL 10 No. 29-64;2473486;http://www.sedbogota.edu.co/
4.581585024000049,-74.10880674499992;"{""coordinates"": [-74.10880674499992, 4.581585024000049], ""type"": ""Point""}";07260478;Instituto San Ignacio de Loyola;7;26;Cr. 21 No. 27-88 Sur;3664317 / 3661957 / 3661947;www.institutosanignaciodeloyola.edu.co/
4.740733856000077,-74.08329724899994;"{""coordinates"": [-74.08329724899994, 4.740733856000077], ""type"": ""Point""}";07260492;Colegio Agustiniano Suba;7;26;Cr. 90 No. 146-B-40;6825940 / 6815627;www.agustinianosalitre.edu.co
4.577515995000055,-74.08586005599994;"{""coordinates"": [-74.08586005599994, 4.577515995000055], ""type"": ""Point""}";07260495;Colegio San Juan Bosco;7;26;Cr. 5A No. 11-38 Sur;3300584 / 3332243;
4.575431232000085,-74.09641809099992;"{""coordinates"": [-74.09641809099992, 4.575431232000085], ""type"": ""Point""}";07260501;Colegio Parroquial San Juan Bautista de la Salle;7;26;Cll. 22 Sur No. 10A-04;2095701 / 7581010;
4.590382548000093,-74.1131277579999;"{""coordinates"": [-74.1131277579999, 4.590382548000093], ""type"": ""Point""}";07260507;Escuela Normal Superior Nuestra Señora de La Paz;7;26;Cll. 28 Sur No. 29-27;2037059;
4.492677453000056,-74.10360880999991;"{""coordinates"": [-74.10360880999991, 4.492677453000056], ""type"": ""Point""}";07260518;Liceo Maranata;7;26;Dg. 98 Sur No. 5 I -52 Este;7632616 / 7733952;
4.594664975000057,-74.07441384599991;"{""coordinates"": [-74.07441384599991, 4.594664975000057], ""type"": ""Point""}";07260521;Colegio Salesiano de León XIII;7;26;Cr. 5 No. 8-36;3420972 / 3420973 / 2846027;
4.62503167400007,-74.15133972099994;"{""coordinates"": [-74.15133972099994, 4.62503167400007], ""type"": ""Point""}";07260538;Colegio Luterano San Lucas;7;26;Cll. 35A  Sur  No. 78I-21;2643098 / 4500168 / 4500168;
4.676116671000045,-74.0929251849999;"{""coordinates"": [-74.0929251849999, 4.676116671000045], ""type"": ""Point""}";07260558;Colegio Estrada de María Auxiliadora;7;26;Cr. 69A No. 66-27;2504646;
4.716302608000091,-74.09884223599994;"{""coordinates"": [-74.09884223599994, 4.716302608000091], ""type"": ""Point""}";07260568;Instituto Tomas de Iriarte;7;26;Cr. 95 No. 91-02;2292239 / 2284627;
4.65002615700007,-74.15819101999995;"{""coordinates"": [-74.15819101999995, 4.65002615700007], ""type"": ""Point""}";07260587;Gimnasio Moderno San Francisco El Tintal;7;26;CLL 6 D No. 90-51;3134318629;http://gimmoderno.jimdo.com/
4.634383655000079,-74.0642940199999;"{""coordinates"": [-74.0642940199999, 4.634383655000079], ""type"": ""Point""}";07260610;Instituto Militar Antonio Ricaurte;7;26;Cr. 8 No. 47-52;2450567;
4.735123816000055,-74.0218096349999;"{""coordinates"": [-74.0218096349999, 4.735123816000055], ""type"": ""Point""}";07260629;Escuela Popular Infantil;7;26;CL 161 No. 4A-45;5270215;
4.734935872000051,-74.0474891689999;"{""coordinates"": [-74.0474891689999, 4.734935872000051], ""type"": ""Point""}";07260640;Colegio Teresiano;7;26;Cll. 152 No. 20-42;2742283 / 2580265;www.teresianobogota.edu.co
4.763487715000053,-74.03196538299994;"{""coordinates"": [-74.03196538299994, 4.763487715000053], ""type"": ""Point""}";07260648;Colegio Mayor José Celestino Mutis;7;26;Cr. 11 No. 185 B-92;6703200 / 6706151 / 6706201;www.mutisschool.edu.co
4.760508569000081,-74.0353885299999;"{""coordinates"": [-74.0353885299999, 4.760508569000081], ""type"": ""Point""}";07260649;Colegio de La Reina;7;26;AC 183 No. 13 -90;6714255;
4.770194100000083,-74.06199545399994;"{""coordinates"": [-74.06199545399994, 4.770194100000083], ""type"": ""Point""}";07260657;Colegio Lausana;7;26;CL 182 No. 76-50;6784641 / 6699416;
4.568746794000049,-74.16356657199992;"{""coordinates"": [-74.16356657199992, 4.568746794000049], ""type"": ""Point""}";07260716;Centro Educativo Manuel Elkin Patarroyo;7;26;Cr. 44 No. 73-32 Sur;7171667;
4.552826328000037,-74.13925433599991;"{""coordinates"": [-74.13925433599991, 4.552826328000037], ""type"": ""Point""}";07260721;Colegio José María Vergara y Vergara;7;26;Cr. 17D Sur  No. 65-70;7911678 / 7654840;
4.626270537000039,-74.13597073999995;"{""coordinates"": [-74.13597073999995, 4.626270537000039], ""type"": ""Point""}";07260724;Colegio Superior Americano;7;26;Cr. 71 C No. 3 A-41;2621182 / 2621997;
4.600306739000075,-74.19168001499992;"{""coordinates"": [-74.19168001499992, 4.600306739000075], ""type"": ""Point""}";07260728;Liceo Antonio de Toledo;7;26;Cll. 70 Bis Sur No. 77J-50;7786248 / 7756519 / 7775557;
4.708223057000055,-74.09931976899992;"{""coordinates"": [-74.09931976899992, 4.708223057000055], ""type"": ""Point""}";07260740;Centro Lestonnac - Compañía de María;7;26;Cr. 87A No. 84A-81;2513498 / 5357220 / 4382143 fax;
4.754077434000067,-74.0862090129999;"{""coordinates"": [-74.0862090129999, 4.754077434000067], ""type"": ""Point""}";07260755;Colegio Anglo-Escoces Campestre;7;26;Cr. 99 No.155-96;6099721 / 6099722;
4.75143782400005,-74.03861710299992;"{""coordinates"": [-74.03861710299992, 4.75143782400005], ""type"": ""Point""}";07260767;Fundación Colegio de Inglaterra;7;26;Cll. 170 No. 15-68;6767700;www.englishschool.edu.co
4.577053499000044,-74.07120484399991;"{""coordinates"": [-74.07120484399991, 4.577053499000044], ""type"": ""Point""}";07260775;Colegio Fe y Alegría de Vitelma;7;26;Av. Circunvalar No. 10-20 Sur;2337242;
4.628086032000056,-74.14868294999991;"{""coordinates"": [-74.14868294999991, 4.628086032000056], ""type"": ""Point""}";07260778;Gimnasio Militar Fuerza Aérea de Colombia;7;26;Cll. 26 Sur No. 78 H - 70;2732450 / 2732451 / 2732452;
4.531686591000039,-74.08506660499994;"{""coordinates"": [-74.08506660499994, 4.531686591000039], ""type"": ""Point""}";07260796;Colegio Madre Paula Montal;7;26;Dg. 56 Sur No. 15-48 Este;3620735 / 2211828 / 2079136  / 3640490;
4.621015966000073,-74.19486122299992;"{""coordinates"": [-74.19486122299992, 4.621015966000073], ""type"": ""Point""}";07260820;Colegio Mixto Villa Carolina;7;26;CR 100A No. 68C-64 SUR;7840865 / 7841723;
4.583571798000094,-74.0788700359999;"{""coordinates"": [-74.0788700359999, 4.583571798000094], ""type"": ""Point""}";07260830;Colegio La Giralda;7;26;AC 1 No. 3-60;2806433;
4.4476126380000665,-74.15811390899995;"{""coordinates"": [-74.15811390899995, 4.4476126380000665], ""type"": ""Point""}";07260849;Colegio Distrital Rural Pasquilla;7;26;KM 5 VIA OLA RTE;6392250;
4.398139381000078,-74.15334048699992;"{""coordinates"": [-74.15334048699992, 4.398139381000078], ""type"": ""Point""}";07260852;Colegio Distrital Rural Pasquilla;7;26;KM 12 VIA SAN JUAN DE SUMAPAZ;;
4.651612451000062,-74.06612571599993;"{""coordinates"": [-74.06612571599993, 4.651612451000062], ""type"": ""Point""}";07270082;Fundación Universitaria Los Libertadores;7;27;KR 16 63A 68;;www.ulibertadores.edu.co
4.617607458000066,-74.09054288099992;"{""coordinates"": [-74.09054288099992, 4.617607458000066], ""type"": ""Point""}";01020026;Tienda Jumbo;1;2;KR 32 17B 04;208 8000;www.tiendasjumbo.co
4.771397637000064,-74.0405959499999;"{""coordinates"": [-74.0405959499999, 4.771397637000064], ""type"": ""Point""}";01020034;Tienda Makro;1;2;KR 39 193 63;;www.makro.com.co
4.669580099000086,-74.05579872299995;"{""coordinates"": [-74.05579872299995, 4.669580099000086], ""type"": ""Point""}";01020041;Supermercado Carulla;1;2;CL 85 15 29;2360573;www.carulla.com
4.705145293000043,-74.05084341099989;"{""coordinates"": [-74.05084341099989, 4.705145293000043], ""type"": ""Point""}";01020048;Supermercado Carulla;1;2;CL 125 BIS 20 23;6294079;www.carulla.com
4.703756104000092,-74.03256750699995;"{""coordinates"": [-74.03256750699995, 4.703756104000092], ""type"": ""Point""}";01020069;Supermercado Carulla;1;2;KR 8 127 19;;www.carulla.com
4.722401564000052,-74.12247286399992;"{""coordinates"": [-74.12247286399992, 4.722401564000052], ""type"": ""Point""}";01020077;Tienda Surtimax;1;2;AC 80 114 43;;
4.59196301500009,-74.10436665399993;"{""coordinates"": [-74.10436665399993, 4.59196301500009], ""type"": ""Point""}";01020084;Tienda Surtimax;1;2;TV 24B 14A 51 S;;
4.663149831000055,-74.04815239099992;"{""coordinates"": [-74.04815239099992, 4.663149831000055], ""type"": ""Point""}";01020096;Almacén Olímpica;1;2;AK 7 82 82;2568250;www.olimpica.com.co
4.581870674000072,-74.11438251899993;"{""coordinates"": [-74.11438251899993, 4.581870674000072], ""type"": ""Point""}";01020115;Supermercado Colsubsidio;1;2;KR 23C 31C 00 S;2781006;www.colsubsidio.com
4.682135513000047,-74.15428424599992;"{""coordinates"": [-74.15428424599992, 4.682135513000047], ""type"": ""Point""}";01020122;Supermercado Colsubsidio;1;2;CL 17 114 12;;www.colsubsidio.com
4.645126170000083,-74.12984452699993;"{""coordinates"": [-74.12984452699993, 4.645126170000083], ""type"": ""Point""}";01010138;Centro Comercial Bazaar;1;1;CL 12B 71D 31;4113729;www.colsubsidio.com
4.586059011000089,-74.10350103799993;"{""coordinates"": [-74.10350103799993, 4.586059011000089], ""type"": ""Point""}";01020145;Supermercado Colsubsidio;1;2;CL 19 S 21 32;2784111;www.colsubsidio.com
4.603645849000088,-74.08730729199993;"{""coordinates"": [-74.08730729199993, 4.603645849000088], ""type"": ""Point""}";01010005;Centro Comercial Guadalupe;1;1;CL 9 BIS 19 11;;
4.720624982000061,-74.03906810899991;"{""coordinates"": [-74.03906810899991, 4.720624982000061], ""type"": ""Point""}";01010086;Centro Comercial Paseo 140;1;1;CL 140 12B 46;6335010;
4.682301659000075,-74.15403387099991;"{""coordinates"": [-74.15403387099991, 4.682301659000075], ""type"": ""Point""}";01010100;Centro Comercial de Servicios Villa Nueva Fontibón;1;1;CL 17 114 12;;
4.653897310000048,-74.12151296399992;"{""coordinates"": [-74.12151296399992, 4.653897310000048], ""type"": ""Point""}";01010127;Centro Comercial Montevideo Plaza;1;1;KR 71 21 19;;
4.686669466000068,-74.07433453899995;"{""coordinates"": [-74.07433453899995, 4.686669466000068], ""type"": ""Point""}";01010137;Centro Comercial Cafam Floresta Mundo Comercial;1;1;KR 68 90 88;6468000;
4.572568451000052,-74.09215983999991;"{""coordinates"": [-74.09215983999991, 4.572568451000052], ""type"": ""Point""}";01010158;Centro Comercial Bazar;1;1;CL 22A SUR 6 42;;
4.608537616000092,-74.07092135399995;"{""coordinates"": [-74.07092135399995, 4.608537616000092], ""type"": ""Point""}";01010159;Centro Comercial Multiseptima;1;1;KR 7 22 31;;
4.608331578000048,-74.07259610799991;"{""coordinates"": [-74.07259610799991, 4.608331578000048], ""type"": ""Point""}";01010160;Centro Comercial 21;1;1;AK 10 21 02;;
4.602520256000048,-74.07547414999993;"{""coordinates"": [-74.07547414999993, 4.602520256000048], ""type"": ""Point""}";01010197;Centro Comercial El Fundador;1;1;CL 13 9 04;;
4.7168904290000455,-74.02988104099995;"{""coordinates"": [-74.02988104099995, 4.7168904290000455], ""type"": ""Point""}";01010205;Centro Comercial Belmira Plaza II;1;1;CL 140 7A 12;;
4.604431794000049,-74.08896497099994;"{""coordinates"": [-74.08896497099994, 4.604431794000049], ""type"": ""Point""}";01010208;Centro Comercial La Novena;1;1;CL 9 20 36;;
4.748608703000059,-74.0487857559999;"{""coordinates"": [-74.0487857559999, 4.748608703000059], ""type"": ""Point""}";01010223;Centro Comercial Plaza 167;1;1;CL 167A 47 19;;
4.7231433730000845,-74.05169774599995;"{""coordinates"": [-74.05169774599995, 4.7231433730000845], ""type"": ""Point""}";01010239;Centro Comercial La Colina P.H.;1;1;AK 45 137A 03;;
4.650909631000047,-74.06297732699993;"{""coordinates"": [-74.06297732699993, 4.650909631000047], ""type"": ""Point""}";01010246;Centro Comercial Centrolandia Norte;1;1;KR 13 64 16;;
4.651553049000086,-74.06350701999992;"{""coordinates"": [-74.06350701999992, 4.651553049000086], ""type"": ""Point""}";01010247;Centro Comercial Multicompras;1;1;KR 13 64 63;;
4.613586101000067,-74.17519873499992;"{""coordinates"": [-74.17519873499992, 4.613586101000067], ""type"": ""Point""}";01010260;Centro Comercial Roma Bertha Hernández;1;1;AK 80 55A 20 SUR;;
4.62925040600004,-74.11601970699991;"{""coordinates"": [-74.11601970699991, 4.62925040600004], ""type"": ""Point""}";01010262;Centro Comercial Oulet Plaza;1;1;AC 9 60 20;;
4.61460906600007,-74.10218092699995;"{""coordinates"": [-74.10218092699995, 4.61460906600007], ""type"": ""Point""}";01010280;Centro Comercial Providencia;1;1;CL 8A 37 18;;
